"","LENGTH","WEIGHT","ABUNDANCE","YEAR","SEASON","SURVEY","SURVEY_INITIAL","Age"
"451",5.5,0.6,1,2004,"Autumn","GrabDat","G",0
"452",6,0.6,4,2004,"Autumn","GrabDat","G",0
"453",6.5,0.6,2,2004,"Autumn","GrabDat","G",0
"454",6,0.7,1,2004,"Autumn","GrabDat","G",0
"455",6.5,0.7,1,2004,"Autumn","GrabDat","G",0
"456",8,1.3,1,2004,"Autumn","GrabDat","G",0
"457",4,0.1,2,2009,"Summer","TrawlData","T",0
"458",4,0.3,8,2009,"Summer","TrawlData","T",0
"459",4.5,0.3,59,2009,"Summer","TrawlData","T",0
"460",5,0.3,28,2009,"Summer","TrawlData","T",0
"461",5.5,0.3,20,2009,"Summer","TrawlData","T",0
"462",4,0.4,2,2009,"Summer","TrawlData","T",0
"463",5,0.4,41,2009,"Summer","TrawlData","T",0
"464",5.5,0.4,30,2009,"Summer","TrawlData","T",0
"465",6,0.4,5,2009,"Summer","TrawlData","T",0
"466",5.5,0.5,20,2009,"Summer","TrawlData","T",0
"467",6,0.5,20,2009,"Summer","TrawlData","T",0
"468",6.5,0.5,18,2009,"Summer","TrawlData","T",0
"469",6,0.6,11,2009,"Summer","TrawlData","T",0
"470",6.5,0.6,17,2009,"Summer","TrawlData","T",0
"471",6.5,0.7,9,2009,"Summer","TrawlData","T",0
"472",6.5,0.8,22,2009,"Summer","TrawlData","T",0
"473",7,0.8,13,2009,"Summer","TrawlData","T",0
"474",6.5,0.9,4,2009,"Summer","TrawlData","T",0
"475",7,0.9,26,2009,"Summer","TrawlData","T",0
"476",7,1,39,2009,"Summer","TrawlData","T",0
"477",7.5,1,14,2009,"Summer","TrawlData","T",0
"478",7,1.1,13,2009,"Summer","TrawlData","T",0
"479",7.5,1.1,3,2009,"Summer","TrawlData","T",0
"480",7.5,1.2,14,2009,"Summer","TrawlData","T",0
"481",8,1.2,1,2009,"Summer","TrawlData","T",0
"482",7.5,1.3,7,2009,"Summer","TrawlData","T",0
"483",8,1.4,3,2009,"Summer","TrawlData","T",0
"484",8,1.5,3,2009,"Summer","TrawlData","T",0
"485",8,1.6,2,2009,"Summer","TrawlData","T",0
"486",8,1.8,1,2009,"Summer","TrawlData","T",0
"487",4,NA,5,1999,"Summer","TrawlData","T",0
"488",4.5,NA,4,1999,"Summer","TrawlData","T",0
"489",5,NA,19,1999,"Summer","TrawlData","T",0
"490",5.5,NA,79,1999,"Summer","TrawlData","T",0
"491",6,NA,204,1999,"Summer","TrawlData","T",0
"492",6.5,NA,323,1999,"Summer","TrawlData","T",0
"493",7,NA,146,1999,"Summer","TrawlData","T",0
"494",7.5,NA,35,1999,"Summer","TrawlData","T",0
"495",8,NA,3,1999,"Summer","TrawlData","T",0
"496",8.5,NA,2,1999,"Summer","TrawlData","T",0
"497",9,NA,0,1999,"Summer","TrawlData","T",0
"498",9.5,NA,0,1999,"Summer","TrawlData","T",0
"499",10,NA,0,1999,"Summer","TrawlData","T",0
"500",10.5,NA,0,1999,"Summer","TrawlData","T",0
"501",11,NA,0,1999,"Summer","TrawlData","T",0
"502",11.5,NA,0,1999,"Summer","TrawlData","T",0
"503",12,NA,0,1999,"Summer","TrawlData","T",0
"504",12.5,NA,0,1999,"Summer","TrawlData","T",0
"505",13,NA,0,1999,"Summer","TrawlData","T",0
"506",13.5,NA,0,1999,"Summer","TrawlData","T",0
"507",14,NA,0,1999,"Summer","TrawlData","T",0
"508",14.5,NA,0,1999,"Summer","TrawlData","T",0
"509",15,NA,0,1999,"Summer","TrawlData","T",0
"510",15.5,NA,0,1999,"Summer","TrawlData","T",0
"511",16,NA,0,1999,"Summer","TrawlData","T",0
"512",16.5,NA,0,1999,"Summer","TrawlData","T",0
"513",17,NA,0,1999,"Summer","TrawlData","T",0
"514",17.5,NA,0,1999,"Summer","TrawlData","T",0
"515",18,NA,0,1999,"Summer","TrawlData","T",0
"516",18.5,NA,0,1999,"Summer","TrawlData","T",0
"517",19,NA,0,1999,"Summer","TrawlData","T",0
"518",19.5,NA,0,1999,"Summer","TrawlData","T",0
"519",20,NA,0,1999,"Summer","TrawlData","T",0
"520",20.5,NA,0,1999,"Summer","TrawlData","T",0
"521",4.5,NA,1,1997,"Summer","TrawlData","T",0
"522",5,NA,12,1997,"Summer","TrawlData","T",0
"523",5.5,NA,81,1997,"Summer","TrawlData","T",0
"524",6,NA,119,1997,"Summer","TrawlData","T",0
"525",6.5,NA,90,1997,"Summer","TrawlData","T",0
"526",7,NA,77,1997,"Summer","TrawlData","T",0
"527",7.5,NA,42,1997,"Summer","TrawlData","T",0
"528",8,NA,5,1997,"Summer","TrawlData","T",0
"529",8.5,NA,3,1997,"Summer","TrawlData","T",0
"530",9,NA,0,1997,"Summer","TrawlData","T",0
"531",9.5,NA,0,1997,"Summer","TrawlData","T",0
"532",10,NA,0,1997,"Summer","TrawlData","T",0
"533",10.5,NA,0,1997,"Summer","TrawlData","T",0
"534",11,NA,0,1997,"Summer","TrawlData","T",0
"535",11.5,NA,0,1997,"Summer","TrawlData","T",0
"536",12,NA,0,1997,"Summer","TrawlData","T",0
"537",12.5,NA,0,1997,"Summer","TrawlData","T",0
"538",13,NA,0,1997,"Summer","TrawlData","T",0
"539",13.5,NA,0,1997,"Summer","TrawlData","T",0
"540",14,NA,0,1997,"Summer","TrawlData","T",0
"541",14.5,NA,0,1997,"Summer","TrawlData","T",0
"542",15,NA,0,1997,"Summer","TrawlData","T",0
"543",15.5,NA,0,1997,"Summer","TrawlData","T",0
"544",16,NA,0,1997,"Summer","TrawlData","T",0
"545",16.5,NA,0,1997,"Summer","TrawlData","T",0
"546",17,NA,0,1997,"Summer","TrawlData","T",0
"547",17.5,NA,0,1997,"Summer","TrawlData","T",0
"548",18,NA,0,1997,"Summer","TrawlData","T",0
"549",18.5,NA,0,1997,"Summer","TrawlData","T",0
"550",19,NA,0,1997,"Summer","TrawlData","T",0
"551",19.5,NA,0,1997,"Summer","TrawlData","T",0
"552",20,NA,0,1997,"Summer","TrawlData","T",0
"553",20.5,NA,0,1997,"Summer","TrawlData","T",0
"554",21,NA,0,1997,"Summer","TrawlData","T",0
"555",5,0.2,7,2010,"Autumn","GrabDat","G",0
"556",5,0.3,4,2010,"Autumn","GrabDat","G",0
"557",6,0.5,4,2010,"Autumn","GrabDat","G",0
"558",6.5,0.5,4,2010,"Autumn","GrabDat","G",0
"559",7,0.6,1,2010,"Autumn","GrabDat","G",0
"560",7.5,0.9,1,2010,"Autumn","GrabDat","G",0
"561",7,0.6,1,2010,"Autumn","DredgeDat","D",0
"562",8,0.8,1,2010,"Autumn","DredgeDat","D",0
"563",14.5,10,6,2000,"Summer","TrawlData","T",1
"564",14,10.1,5,2000,"Summer","TrawlData","T",1
"565",14.5,10.1,3,2000,"Summer","TrawlData","T",1
"566",15,10.3,3,2000,"Summer","TrawlData","T",1
"567",14.5,10.4,3,2000,"Summer","TrawlData","T",1
"568",14.5,11.4,3,2000,"Summer","TrawlData","T",1
"569",14.5,12,6,2000,"Summer","TrawlData","T",1
"570",15,12.3,3,2000,"Summer","TrawlData","T",1
"571",16,13.1,1,2000,"Summer","TrawlData","T",1
"572",15,13.6,3,2000,"Summer","TrawlData","T",1
"573",8.5,2,2,2000,"Summer","TrawlData","T",1
"574",9,2.2,13,2000,"Summer","TrawlData","T",1
"575",9,2.3,13,2000,"Summer","TrawlData","T",1
"576",9,2.4,7,2000,"Summer","TrawlData","T",1
"577",9.5,2.4,10,2000,"Summer","TrawlData","T",1
"578",10,2.4,6,2000,"Summer","TrawlData","T",1
"579",9.5,2.5,5,2000,"Summer","TrawlData","T",1
"580",9.5,2.6,16,2000,"Summer","TrawlData","T",1
"581",9.5,2.7,36,2000,"Summer","TrawlData","T",1
"582",10,2.7,13,2000,"Summer","TrawlData","T",1
"583",9.5,2.8,10,2000,"Summer","TrawlData","T",1
"584",10,2.8,20,2000,"Summer","TrawlData","T",1
"585",9.5,2.9,5,2000,"Summer","TrawlData","T",1
"586",10,2.9,13,2000,"Summer","TrawlData","T",1
"587",10,3,20,2000,"Summer","TrawlData","T",1
"588",10.5,3,6,2000,"Summer","TrawlData","T",1
"589",9.5,3.1,5,2000,"Summer","TrawlData","T",1
"590",10,3.1,20,2000,"Summer","TrawlData","T",1
"591",10.5,3.1,11,2000,"Summer","TrawlData","T",1
"592",9.5,3.2,5,2000,"Summer","TrawlData","T",1
"593",10,3.2,26,2000,"Summer","TrawlData","T",1
"594",10.5,3.2,22,2000,"Summer","TrawlData","T",1
"595",10,3.3,6,2000,"Summer","TrawlData","T",1
"596",10.5,3.3,11,2000,"Summer","TrawlData","T",1
"597",9.5,3.4,5,2000,"Summer","TrawlData","T",1
"598",10,3.4,39,2000,"Summer","TrawlData","T",1
"599",10.5,3.4,17,2000,"Summer","TrawlData","T",1
"600",11,3.4,5,2000,"Summer","TrawlData","T",1
"601",10.5,3.5,27,2000,"Summer","TrawlData","T",1
"602",10,3.6,13,2000,"Summer","TrawlData","T",1
"603",10.5,3.6,6,2000,"Summer","TrawlData","T",1
"604",10,3.7,13,2000,"Summer","TrawlData","T",1
"605",10.5,3.7,17,2000,"Summer","TrawlData","T",1
"606",11,3.7,5,2000,"Summer","TrawlData","T",1
"607",10.5,3.8,22,2000,"Summer","TrawlData","T",1
"608",11,3.8,5,2000,"Summer","TrawlData","T",1
"609",10.5,3.9,11,2000,"Summer","TrawlData","T",1
"610",11,3.9,19,2000,"Summer","TrawlData","T",1
"611",10,4,7,2000,"Summer","TrawlData","T",1
"612",10.5,4,27,2000,"Summer","TrawlData","T",1
"613",11,4,10,2000,"Summer","TrawlData","T",1
"614",10.5,4.1,11,2000,"Summer","TrawlData","T",1
"615",11,4.1,10,2000,"Summer","TrawlData","T",1
"616",10.5,4.2,22,2000,"Summer","TrawlData","T",1
"617",11,4.2,38,2000,"Summer","TrawlData","T",1
"618",11.5,4.2,5,2000,"Summer","TrawlData","T",1
"619",10.5,4.3,11,2000,"Summer","TrawlData","T",1
"620",11,4.3,14,2000,"Summer","TrawlData","T",1
"621",10.5,4.4,5,2000,"Summer","TrawlData","T",1
"622",11,4.4,14,2000,"Summer","TrawlData","T",1
"623",11,4.5,24,2000,"Summer","TrawlData","T",1
"624",11.5,4.5,5,2000,"Summer","TrawlData","T",1
"625",11,4.6,33,2000,"Summer","TrawlData","T",1
"626",10.5,4.7,6,2000,"Summer","TrawlData","T",1
"627",11,4.7,10,2000,"Summer","TrawlData","T",1
"628",11.5,4.7,14,2000,"Summer","TrawlData","T",1
"629",11,4.8,10,2000,"Summer","TrawlData","T",1
"630",11.5,4.8,29,2000,"Summer","TrawlData","T",1
"631",10.5,4.9,6,2000,"Summer","TrawlData","T",1
"632",11.5,4.9,24,2000,"Summer","TrawlData","T",1
"633",11,5,10,2000,"Summer","TrawlData","T",1
"634",11.5,5,24,2000,"Summer","TrawlData","T",1
"635",11.5,5.1,14,2000,"Summer","TrawlData","T",1
"636",11.5,5.2,19,2000,"Summer","TrawlData","T",1
"637",12,5.2,3,2000,"Summer","TrawlData","T",1
"638",11.5,5.3,10,2000,"Summer","TrawlData","T",1
"639",12,5.3,7,2000,"Summer","TrawlData","T",1
"640",11.5,5.4,5,2000,"Summer","TrawlData","T",1
"641",12,5.4,7,2000,"Summer","TrawlData","T",1
"642",11.5,5.5,14,2000,"Summer","TrawlData","T",1
"643",12,5.5,13,2000,"Summer","TrawlData","T",1
"644",12,5.6,6,2000,"Summer","TrawlData","T",1
"645",11.5,5.7,5,2000,"Summer","TrawlData","T",1
"646",12,5.7,26,2000,"Summer","TrawlData","T",1
"647",11.5,5.8,9,2000,"Summer","TrawlData","T",1
"648",12,5.8,17,2000,"Summer","TrawlData","T",1
"649",12.5,5.8,3,2000,"Summer","TrawlData","T",1
"650",11.5,5.9,5,2000,"Summer","TrawlData","T",1
"651",12,5.9,17,2000,"Summer","TrawlData","T",1
"652",12,6,10,2000,"Summer","TrawlData","T",1
"653",11.5,6.1,9,2000,"Summer","TrawlData","T",1
"654",12,6.1,3,2000,"Summer","TrawlData","T",1
"655",12.5,6.1,8,2000,"Summer","TrawlData","T",1
"656",11.5,6.2,5,2000,"Summer","TrawlData","T",1
"657",12,6.2,10,2000,"Summer","TrawlData","T",1
"658",12.5,6.2,5,2000,"Summer","TrawlData","T",1
"659",12,6.3,10,2000,"Summer","TrawlData","T",1
"660",12.5,6.3,13,2000,"Summer","TrawlData","T",1
"661",13,6.3,3,2000,"Summer","TrawlData","T",1
"662",12,6.4,3,2000,"Summer","TrawlData","T",1
"663",12.5,6.4,11,2000,"Summer","TrawlData","T",1
"664",12.5,6.5,8,2000,"Summer","TrawlData","T",1
"665",12,6.6,3,2000,"Summer","TrawlData","T",1
"666",12.5,6.6,8,2000,"Summer","TrawlData","T",1
"667",12.5,6.7,5,2000,"Summer","TrawlData","T",1
"668",12.5,6.8,19,2000,"Summer","TrawlData","T",1
"669",13,6.8,10,2000,"Summer","TrawlData","T",1
"670",12.5,6.9,8,2000,"Summer","TrawlData","T",1
"671",13,6.9,3,2000,"Summer","TrawlData","T",1
"672",12.5,7,5,2000,"Summer","TrawlData","T",1
"673",12.5,7.1,3,2000,"Summer","TrawlData","T",1
"674",13,7.1,7,2000,"Summer","TrawlData","T",1
"675",12.5,7.2,5,2000,"Summer","TrawlData","T",1
"676",13,7.4,10,2000,"Summer","TrawlData","T",1
"677",13,7.5,3,2000,"Summer","TrawlData","T",1
"678",13.5,7.5,2,2000,"Summer","TrawlData","T",1
"679",13,7.6,7,2000,"Summer","TrawlData","T",1
"680",13.5,7.6,5,2000,"Summer","TrawlData","T",1
"681",12.5,7.7,3,2000,"Summer","TrawlData","T",1
"682",13,7.7,3,2000,"Summer","TrawlData","T",1
"683",13,7.8,7,2000,"Summer","TrawlData","T",1
"684",13.5,7.8,5,2000,"Summer","TrawlData","T",1
"685",13,7.9,7,2000,"Summer","TrawlData","T",1
"686",13.5,7.9,5,2000,"Summer","TrawlData","T",1
"687",12,8,3,2000,"Summer","TrawlData","T",1
"688",13,8,10,2000,"Summer","TrawlData","T",1
"689",13.5,8,7,2000,"Summer","TrawlData","T",1
"690",13,8.1,7,2000,"Summer","TrawlData","T",1
"691",13.5,8.1,7,2000,"Summer","TrawlData","T",1
"692",14,8.1,5,2000,"Summer","TrawlData","T",1
"693",13,8.2,13,2000,"Summer","TrawlData","T",1
"694",13,8.3,3,2000,"Summer","TrawlData","T",1
"695",13,8.4,3,2000,"Summer","TrawlData","T",1
"696",13.5,8.4,2,2000,"Summer","TrawlData","T",1
"697",13,8.5,3,2000,"Summer","TrawlData","T",1
"698",13.5,8.5,7,2000,"Summer","TrawlData","T",1
"699",13,8.6,7,2000,"Summer","TrawlData","T",1
"700",13.5,8.6,5,2000,"Summer","TrawlData","T",1
"701",14,8.6,5,2000,"Summer","TrawlData","T",1
"702",13,8.7,3,2000,"Summer","TrawlData","T",1
"703",13.5,8.7,2,2000,"Summer","TrawlData","T",1
"704",13.5,8.8,2,2000,"Summer","TrawlData","T",1
"705",13.5,8.9,2,2000,"Summer","TrawlData","T",1
"706",13.5,9,2,2000,"Summer","TrawlData","T",1
"707",13.5,9.2,2,2000,"Summer","TrawlData","T",1
"708",14,9.2,9,2000,"Summer","TrawlData","T",1
"709",13.5,9.5,2,2000,"Summer","TrawlData","T",1
"710",14,9.5,5,2000,"Summer","TrawlData","T",1
"711",13.5,9.6,5,2000,"Summer","TrawlData","T",1
"712",14,9.6,9,2000,"Summer","TrawlData","T",1
"713",8,1.3,2,2001,"Summer","TrawlData","T",1
"714",8,1.4,2,2001,"Summer","TrawlData","T",1
"715",9.5,1.5,6,2001,"Summer","TrawlData","T",1
"716",8,1.6,1,2001,"Summer","TrawlData","T",1
"717",8,1.7,2,2001,"Summer","TrawlData","T",1
"718",8.5,1.7,3,2001,"Summer","TrawlData","T",1
"719",8.5,1.8,8,2001,"Summer","TrawlData","T",1
"720",8.5,1.9,11,2001,"Summer","TrawlData","T",1
"721",9,1.9,5,2001,"Summer","TrawlData","T",1
"722",8.5,2,11,2001,"Summer","TrawlData","T",1
"723",9,2,19,2001,"Summer","TrawlData","T",1
"724",8.5,2.1,6,2001,"Summer","TrawlData","T",1
"725",9,2.1,47,2001,"Summer","TrawlData","T",1
"726",8.5,2.2,6,2001,"Summer","TrawlData","T",1
"727",9,2.2,19,2001,"Summer","TrawlData","T",1
"728",8.5,2.3,3,2001,"Summer","TrawlData","T",1
"729",9,2.3,29,2001,"Summer","TrawlData","T",1
"730",9.5,2.3,13,2001,"Summer","TrawlData","T",1
"731",8.5,2.4,3,2001,"Summer","TrawlData","T",1
"732",9,2.4,29,2001,"Summer","TrawlData","T",1
"733",9.5,2.4,19,2001,"Summer","TrawlData","T",1
"734",9,2.5,39,2001,"Summer","TrawlData","T",1
"735",9.5,2.5,44,2001,"Summer","TrawlData","T",1
"736",9,2.6,10,2001,"Summer","TrawlData","T",1
"737",9.5,2.6,62,2001,"Summer","TrawlData","T",1
"738",9,2.7,14,2001,"Summer","TrawlData","T",1
"739",9.5,2.7,88,2001,"Summer","TrawlData","T",1
"740",10,2.7,26,2001,"Summer","TrawlData","T",1
"741",9,2.8,10,2001,"Summer","TrawlData","T",1
"742",9.5,2.8,44,2001,"Summer","TrawlData","T",1
"743",10,2.8,17,2001,"Summer","TrawlData","T",1
"744",9.5,2.9,50,2001,"Summer","TrawlData","T",1
"745",10,2.9,70,2001,"Summer","TrawlData","T",1
"746",9.5,3,25,2001,"Summer","TrawlData","T",1
"747",10,3,52,2001,"Summer","TrawlData","T",1
"748",9,3.1,5,2001,"Summer","TrawlData","T",1
"749",9.5,3.1,32,2001,"Summer","TrawlData","T",1
"750",10,3.1,43,2001,"Summer","TrawlData","T",1
"751",10.5,3.1,15,2001,"Summer","TrawlData","T",1
"752",9.5,3.2,13,2001,"Summer","TrawlData","T",1
"753",10,3.2,81,2001,"Summer","TrawlData","T",1
"754",10.5,3.2,8,2001,"Summer","TrawlData","T",1
"755",9.5,3.3,6,2001,"Summer","TrawlData","T",1
"756",10,3.3,105,2001,"Summer","TrawlData","T",1
"757",10.5,3.3,38,2001,"Summer","TrawlData","T",1
"758",9.5,3.4,13,2001,"Summer","TrawlData","T",1
"759",10,3.4,79,2001,"Summer","TrawlData","T",1
"760",10.5,3.4,45,2001,"Summer","TrawlData","T",1
"761",11,3.4,6,2001,"Summer","TrawlData","T",1
"762",10,3.5,9,2001,"Summer","TrawlData","T",1
"763",10.5,3.5,77,2001,"Summer","TrawlData","T",1
"764",10,3.6,35,2001,"Summer","TrawlData","T",1
"765",10.5,3.6,82,2001,"Summer","TrawlData","T",1
"766",11,3.6,12,2001,"Summer","TrawlData","T",1
"767",10,3.7,27,2001,"Summer","TrawlData","T",1
"768",10.5,3.7,31,2001,"Summer","TrawlData","T",1
"769",11,3.7,18,2001,"Summer","TrawlData","T",1
"770",10,3.8,8,2001,"Summer","TrawlData","T",1
"771",10.5,3.8,38,2001,"Summer","TrawlData","T",1
"772",11,3.8,18,2001,"Summer","TrawlData","T",1
"773",10,3.9,8,2001,"Summer","TrawlData","T",1
"774",10.5,3.9,60,2001,"Summer","TrawlData","T",1
"775",11,3.9,35,2001,"Summer","TrawlData","T",1
"776",10.5,4,23,2001,"Summer","TrawlData","T",1
"777",11,4,24,2001,"Summer","TrawlData","T",1
"778",11.5,4,11,2001,"Summer","TrawlData","T",1
"779",10.5,4.1,15,2001,"Summer","TrawlData","T",1
"780",11,4.1,42,2001,"Summer","TrawlData","T",1
"781",11,4.2,12,2001,"Summer","TrawlData","T",1
"782",11.5,4.2,5,2001,"Summer","TrawlData","T",1
"783",10.5,4.3,15,2001,"Summer","TrawlData","T",1
"784",11,4.3,18,2001,"Summer","TrawlData","T",1
"785",11.5,4.3,17,2001,"Summer","TrawlData","T",1
"786",10.5,4.4,8,2001,"Summer","TrawlData","T",1
"787",11,4.4,42,2001,"Summer","TrawlData","T",1
"788",11.5,4.4,17,2001,"Summer","TrawlData","T",1
"789",11,4.5,24,2001,"Summer","TrawlData","T",1
"790",11.5,4.5,6,2001,"Summer","TrawlData","T",1
"791",12,4.5,4,2001,"Summer","TrawlData","T",1
"792",11,4.6,18,2001,"Summer","TrawlData","T",1
"793",11.5,4.6,22,2001,"Summer","TrawlData","T",1
"794",12,4.6,4,2001,"Summer","TrawlData","T",1
"795",11.5,4.7,22,2001,"Summer","TrawlData","T",1
"796",12,4.7,4,2001,"Summer","TrawlData","T",1
"797",12.5,4.7,3,2001,"Summer","TrawlData","T",1
"798",11,4.8,6,2001,"Summer","TrawlData","T",1
"799",11.5,4.8,17,2001,"Summer","TrawlData","T",1
"800",11,4.9,6,2001,"Summer","TrawlData","T",1
"801",11.5,4.9,5,2001,"Summer","TrawlData","T",1
"802",11.5,5,28,2001,"Summer","TrawlData","T",1
"803",12,5,8,2001,"Summer","TrawlData","T",1
"804",11.5,5.1,6,2001,"Summer","TrawlData","T",1
"805",12,5.1,16,2001,"Summer","TrawlData","T",1
"806",11,5.2,6,2001,"Summer","TrawlData","T",1
"807",11.5,5.2,6,2001,"Summer","TrawlData","T",1
"808",12,5.2,8,2001,"Summer","TrawlData","T",1
"809",12.5,5.2,2,2001,"Summer","TrawlData","T",1
"810",11.5,5.3,22,2001,"Summer","TrawlData","T",1
"811",12,5.3,8,2001,"Summer","TrawlData","T",1
"812",12.5,5.3,2,2001,"Summer","TrawlData","T",1
"813",12,5.4,4,2001,"Summer","TrawlData","T",1
"814",12,5.5,4,2001,"Summer","TrawlData","T",1
"815",11.5,5.6,6,2001,"Summer","TrawlData","T",1
"816",12,5.6,8,2001,"Summer","TrawlData","T",1
"817",12,5.7,12,2001,"Summer","TrawlData","T",1
"818",12.5,5.7,2,2001,"Summer","TrawlData","T",1
"819",12,5.8,8,2001,"Summer","TrawlData","T",1
"820",12.5,5.8,2,2001,"Summer","TrawlData","T",1
"821",12,5.9,4,2001,"Summer","TrawlData","T",1
"822",12.5,5.9,2,2001,"Summer","TrawlData","T",1
"823",12,6,4,2001,"Summer","TrawlData","T",1
"824",12.5,6,2,2001,"Summer","TrawlData","T",1
"825",12.5,6.1,2,2001,"Summer","TrawlData","T",1
"826",12,6.2,4,2001,"Summer","TrawlData","T",1
"827",12,6.4,4,2001,"Summer","TrawlData","T",1
"828",12.5,6.4,5,2001,"Summer","TrawlData","T",1
"829",13,6.4,3,2001,"Summer","TrawlData","T",1
"830",13,6.6,3,2001,"Summer","TrawlData","T",1
"831",12.5,6.7,7,2001,"Summer","TrawlData","T",1
"832",12.5,6.9,2,2001,"Summer","TrawlData","T",1
"833",13,6.9,3,2001,"Summer","TrawlData","T",1
"834",13,7.1,3,2001,"Summer","TrawlData","T",1
"835",13,7.6,3,2001,"Summer","TrawlData","T",1
"836",12.5,7.7,2,2001,"Summer","TrawlData","T",1
"837",13,7.7,3,2001,"Summer","TrawlData","T",1
"838",13.5,8,2,2001,"Summer","TrawlData","T",1
"839",13.5,8.1,2,2001,"Summer","TrawlData","T",1
"840",13.5,8.3,2,2001,"Summer","TrawlData","T",1
"841",13.5,9.5,2,2001,"Summer","TrawlData","T",1
"842",8.5,1.4,1,2002,"Summer","TrawlData","T",1
"843",8,1.5,1,2002,"Summer","TrawlData","T",1
"844",8.5,1.8,1,2002,"Summer","TrawlData","T",1
"845",8.5,1.9,3,2002,"Summer","TrawlData","T",1
"846",8.5,2,1,2002,"Summer","TrawlData","T",1
"847",8.5,2.1,1,2002,"Summer","TrawlData","T",1
"848",9,2.5,39,2002,"Summer","TrawlData","T",1
"849",8,1.3,1,2003,"Summer","TrawlData","T",1
"850",8,1.4,2,2003,"Summer","TrawlData","T",1
"851",8,1.5,1,2003,"Summer","TrawlData","T",1
"852",8,1.6,4,2003,"Summer","TrawlData","T",1
"853",8.5,1.6,4,2003,"Summer","TrawlData","T",1
"854",8,1.7,2,2003,"Summer","TrawlData","T",1
"855",8.5,1.7,2,2003,"Summer","TrawlData","T",1
"856",9,1.7,2,2003,"Summer","TrawlData","T",1
"857",8.5,1.8,9,2003,"Summer","TrawlData","T",1
"858",9,1.8,2,2003,"Summer","TrawlData","T",1
"859",8.5,1.9,13,2003,"Summer","TrawlData","T",1
"860",9,1.9,5,2003,"Summer","TrawlData","T",1
"861",14,10.1,3,2003,"Summer","TrawlData","T",1
"862",15,10.1,3,2003,"Summer","TrawlData","T",1
"863",14,10.2,3,2003,"Summer","TrawlData","T",1
"864",14,10.3,3,2003,"Summer","TrawlData","T",1
"865",14,10.4,3,2003,"Summer","TrawlData","T",1
"866",14,10.6,3,2003,"Summer","TrawlData","T",1
"867",14,10.9,6,2003,"Summer","TrawlData","T",1
"868",14.5,10.9,4,2003,"Summer","TrawlData","T",1
"869",14.5,11.1,4,2003,"Summer","TrawlData","T",1
"870",14.5,11.2,4,2003,"Summer","TrawlData","T",1
"871",15,11.3,3,2003,"Summer","TrawlData","T",1
"872",14.5,11.7,4,2003,"Summer","TrawlData","T",1
"873",15,11.7,3,2003,"Summer","TrawlData","T",1
"874",15,12.3,3,2003,"Summer","TrawlData","T",1
"875",15,12.5,3,2003,"Summer","TrawlData","T",1
"876",9,2,8,2003,"Summer","TrawlData","T",1
"877",9,2.1,15,2003,"Summer","TrawlData","T",1
"878",9.5,2.1,3,2003,"Summer","TrawlData","T",1
"879",10.5,2.1,6,2003,"Summer","TrawlData","T",1
"880",8.5,2.2,6,2003,"Summer","TrawlData","T",1
"881",9,2.2,17,2003,"Summer","TrawlData","T",1
"882",9.5,2.2,8,2003,"Summer","TrawlData","T",1
"883",9,2.3,18,2003,"Summer","TrawlData","T",1
"884",9.5,2.3,5,2003,"Summer","TrawlData","T",1
"885",9,2.4,7,2003,"Summer","TrawlData","T",1
"886",9.5,2.4,17,2003,"Summer","TrawlData","T",1
"887",9,2.5,3,2003,"Summer","TrawlData","T",1
"888",9.5,2.5,25,2003,"Summer","TrawlData","T",1
"889",9.5,2.6,8,2003,"Summer","TrawlData","T",1
"890",9,2.7,3,2003,"Summer","TrawlData","T",1
"891",9.5,2.7,19,2003,"Summer","TrawlData","T",1
"892",9,2.8,2,2003,"Summer","TrawlData","T",1
"893",9.5,2.8,20,2003,"Summer","TrawlData","T",1
"894",10,2.8,19,2003,"Summer","TrawlData","T",1
"895",9.5,2.9,8,2003,"Summer","TrawlData","T",1
"896",10,2.9,25,2003,"Summer","TrawlData","T",1
"897",9.5,3,5,2003,"Summer","TrawlData","T",1
"898",10,3,81,2003,"Summer","TrawlData","T",1
"899",9.5,3.1,6,2003,"Summer","TrawlData","T",1
"900",10,3.1,56,2003,"Summer","TrawlData","T",1
"901",10.5,3.1,12,2003,"Summer","TrawlData","T",1
"902",10,3.2,12,2003,"Summer","TrawlData","T",1
"903",10,3.3,31,2003,"Summer","TrawlData","T",1
"904",10.5,3.3,18,2003,"Summer","TrawlData","T",1
"905",10,3.4,13,2003,"Summer","TrawlData","T",1
"906",10.5,3.4,65,2003,"Summer","TrawlData","T",1
"907",11,3.4,5,2003,"Summer","TrawlData","T",1
"908",10.5,3.5,35,2003,"Summer","TrawlData","T",1
"909",11,3.5,5,2003,"Summer","TrawlData","T",1
"910",10,3.6,6,2003,"Summer","TrawlData","T",1
"911",10.5,3.6,30,2003,"Summer","TrawlData","T",1
"912",11,3.6,5,2003,"Summer","TrawlData","T",1
"913",10,3.7,6,2003,"Summer","TrawlData","T",1
"914",10.5,3.7,18,2003,"Summer","TrawlData","T",1
"915",11,3.7,11,2003,"Summer","TrawlData","T",1
"916",10,3.8,13,2003,"Summer","TrawlData","T",1
"917",10.5,3.8,12,2003,"Summer","TrawlData","T",1
"918",11,3.8,16,2003,"Summer","TrawlData","T",1
"919",10.5,3.9,29,2003,"Summer","TrawlData","T",1
